week_start,week_date_key,service_key,actual_cases,predicted_cases,lower_95_cases,upper_95_cases,predicted_handle_hours,typical_capacity_hours,predicted_capacity_gap_hours,record_type,model_version,forecast_generated_date,synthetic_label
2025-06-16 00:00:00,20250616,1,77.0,72.37,41.59,103.14,88.64,111.05,-22.42,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,1,72.0,72.03,41.26,102.81,88.23,111.05,-22.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,1,124.0,71.72,40.95,102.49,87.84,111.05,-23.21,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,1,118.0,110.29,79.52,141.06,135.09,111.05,24.04,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,1,109.0,110.02,79.25,140.79,134.76,111.05,23.71,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,1,123.0,109.79,79.02,140.56,134.47,111.05,23.42,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,1,131.0,109.59,78.82,140.36,134.23,111.05,23.18,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,1,99.0,109.43,78.66,140.21,134.04,111.05,22.99,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,1,120.0,109.32,78.55,140.09,133.9,111.05,22.85,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,1,111.0,109.26,78.49,140.03,133.82,111.05,22.77,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,1,112.0,109.24,78.47,140.01,133.81,111.05,22.75,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,1,66.0,70.42,39.65,101.19,86.25,111.05,-24.8,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,1,59.0,70.51,39.74,101.28,86.36,111.05,-24.69,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-15 00:00:00,20250915,1,63.0,70.65,39.88,101.42,86.53,111.05,-24.52,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-22 00:00:00,20250922,1,55.0,70.84,40.07,101.61,86.77,111.05,-24.28,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-29 00:00:00,20250929,1,69.0,71.09,40.32,101.86,87.07,111.05,-23.98,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-06 00:00:00,20251006,1,66.0,71.38,40.61,102.15,87.43,111.05,-23.62,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-13 00:00:00,20251013,1,67.0,71.72,40.95,102.49,87.85,111.05,-23.21,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-20 00:00:00,20251020,1,69.0,72.1,41.33,102.87,88.31,111.05,-22.74,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-27 00:00:00,20251027,1,59.0,72.52,41.75,103.29,88.82,111.05,-22.23,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-03 00:00:00,20251103,1,66.0,72.97,42.2,103.74,89.38,111.05,-21.68,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-10 00:00:00,20251110,1,68.0,73.45,42.68,104.22,89.96,111.05,-21.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-17 00:00:00,20251117,1,73.0,73.95,43.18,104.72,90.58,111.05,-20.48,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-24 00:00:00,20251124,1,77.0,74.47,43.7,105.24,91.21,111.05,-19.84,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-01 00:00:00,20251201,1,75.0,75.0,44.22,105.77,91.86,111.05,-19.2,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-08 00:00:00,20251208,1,75.0,75.53,44.76,106.3,92.51,111.05,-18.54,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-15 00:00:00,20251215,1,79.0,76.06,45.29,106.83,93.16,111.05,-17.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-22 00:00:00,20251222,1,78.0,76.58,45.81,107.35,93.8,111.05,-17.26,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-29 00:00:00,20251229,1,72.0,77.08,46.31,107.85,94.42,111.05,-16.64,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-05 00:00:00,20260105,1,67.0,77.57,46.8,108.34,95.01,111.05,-16.04,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-12 00:00:00,20260112,1,71.0,78.03,47.26,108.8,95.57,111.05,-15.48,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-19 00:00:00,20260119,1,72.0,78.46,47.68,109.23,96.1,111.05,-14.96,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-26 00:00:00,20260126,1,71.0,78.85,48.08,109.62,96.57,111.05,-14.48,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-02 00:00:00,20260202,1,128.0,118.06,87.29,148.83,144.61,111.05,33.55,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-09 00:00:00,20260209,1,119.0,118.37,87.6,149.14,144.98,111.05,33.93,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-16 00:00:00,20260216,1,131.0,118.62,87.85,149.4,145.3,111.05,34.24,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-23 00:00:00,20260223,1,114.0,118.83,88.06,149.6,145.55,111.05,34.5,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-02 00:00:00,20260302,1,125.0,118.99,88.22,149.76,145.74,111.05,34.69,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-09 00:00:00,20260309,1,126.0,119.09,88.32,149.86,145.87,111.05,34.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-16 00:00:00,20260316,1,119.0,119.14,88.37,149.92,145.93,111.05,34.88,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-23 00:00:00,20260323,1,132.0,119.14,88.37,149.91,145.93,111.05,34.88,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-30 00:00:00,20260330,1,88.0,119.09,88.32,149.86,145.87,111.05,34.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-06 00:00:00,20260406,1,61.0,80.13,49.36,110.9,98.14,111.05,-12.91,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-13 00:00:00,20260413,1,80.0,79.98,49.21,110.75,97.97,111.05,-13.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-20 00:00:00,20260420,1,71.0,79.79,49.02,110.57,97.74,111.05,-13.32,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-27 00:00:00,20260427,1,70.0,79.57,48.8,110.34,97.46,111.05,-13.59,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-04 00:00:00,20260504,1,76.0,79.31,48.54,110.08,97.14,111.05,-13.91,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-11 00:00:00,20260511,1,76.0,79.02,48.25,109.79,96.79,111.05,-14.26,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-18 00:00:00,20260518,1,68.0,78.71,47.94,109.48,96.41,111.05,-14.64,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-25 00:00:00,20260525,1,67.0,78.39,47.61,109.16,96.01,111.05,-15.04,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-01 00:00:00,20260601,1,78.0,78.05,47.28,108.82,95.6,111.05,-15.46,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-08 00:00:00,20260608,1,73.0,77.71,46.93,108.48,95.18,111.05,-15.88,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-15 00:00:00,20260615,1,80.0,77.36,46.59,108.14,94.76,111.05,-16.29,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-22 00:00:00,20260622,1,87.0,77.03,46.26,107.8,94.35,111.05,-16.7,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-29 00:00:00,20260629,1,98.0,76.71,45.94,107.48,93.96,111.05,-17.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-06 00:00:00,20260706,1,133.0,115.28,84.51,146.05,141.2,111.05,30.15,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-13 00:00:00,20260713,1,109.0,115.01,84.24,145.78,140.87,111.05,29.81,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-20 00:00:00,20260720,1,127.0,114.77,84.0,145.54,140.57,111.05,29.52,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-27 00:00:00,20260727,1,141.0,114.56,83.79,145.33,140.32,111.05,29.27,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-03 00:00:00,20260803,1,123.0,114.4,83.63,145.17,140.12,111.05,29.07,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-10 00:00:00,20260810,1,94.0,114.28,83.51,145.05,139.97,111.05,28.92,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-17 00:00:00,20260817,1,,114.2,83.43,144.97,139.88,111.05,28.83,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-24 00:00:00,20260824,1,,114.18,83.41,144.95,139.85,111.05,28.8,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-31 00:00:00,20260831,1,,114.21,83.44,144.98,139.89,111.05,28.83,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-07 00:00:00,20260907,1,,75.42,44.65,106.2,92.38,111.05,-18.67,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-14 00:00:00,20260914,1,,75.56,44.79,106.33,92.55,111.05,-18.51,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-21 00:00:00,20260921,1,,75.74,44.97,106.51,92.77,111.05,-18.28,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-28 00:00:00,20260928,1,,75.98,45.21,106.75,93.06,111.05,-17.99,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-05 00:00:00,20261005,1,,76.26,45.49,107.03,93.41,111.05,-17.64,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-12 00:00:00,20261012,1,,76.59,45.82,107.37,93.82,111.05,-17.24,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-19 00:00:00,20261019,1,,76.97,46.2,107.74,94.27,111.05,-16.78,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-26 00:00:00,20261026,1,,77.38,46.61,108.15,94.78,111.05,-16.28,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-11-02 00:00:00,20261102,1,,77.82,47.05,108.6,95.32,111.05,-15.73,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-08-26 00:00:00,20240826,2,4.0,67.55,47.46,87.65,76.87,64.52,12.35,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-02 00:00:00,20240902,2,58.0,44.7,24.61,64.8,50.87,64.52,-13.65,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-09 00:00:00,20240909,2,46.0,44.66,24.56,64.75,50.82,64.52,-13.7,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-16 00:00:00,20240916,2,60.0,44.61,24.52,64.71,50.76,64.52,-13.76,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-23 00:00:00,20240923,2,37.0,44.57,24.48,64.67,50.72,64.52,-13.8,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-09-30 00:00:00,20240930,2,34.0,44.54,24.44,64.63,50.68,64.52,-13.84,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-07 00:00:00,20241007,2,39.0,44.51,24.41,64.6,50.65,64.52,-13.87,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-14 00:00:00,20241014,2,53.0,44.49,24.39,64.58,50.62,64.52,-13.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-21 00:00:00,20241021,2,47.0,44.47,24.38,64.57,50.61,64.52,-13.91,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-10-28 00:00:00,20241028,2,38.0,44.47,24.37,64.56,50.6,64.52,-13.92,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-04 00:00:00,20241104,2,50.0,44.48,24.38,64.57,50.61,64.52,-13.91,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-11 00:00:00,20241111,2,64.0,44.49,24.4,64.59,50.63,64.52,-13.89,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-18 00:00:00,20241118,2,45.0,44.52,24.42,64.61,50.66,64.52,-13.86,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-11-25 00:00:00,20241125,2,47.0,44.55,24.46,64.65,50.7,64.52,-13.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-02 00:00:00,20241202,2,50.0,44.6,24.5,64.7,50.75,64.52,-13.77,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-09 00:00:00,20241209,2,52.0,44.66,24.56,64.75,50.82,64.52,-13.7,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-16 00:00:00,20241216,2,38.0,44.73,24.63,64.82,50.89,64.52,-13.63,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-23 00:00:00,20241223,2,62.0,44.8,24.71,64.9,50.98,64.52,-13.54,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2024-12-30 00:00:00,20241230,2,44.0,44.89,24.79,64.98,51.08,64.52,-13.44,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-06 00:00:00,20250106,2,41.0,44.98,24.89,65.08,51.19,64.52,-13.33,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-13 00:00:00,20250113,2,37.0,45.09,24.99,65.18,51.3,64.52,-13.22,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-20 00:00:00,20250120,2,45.0,45.19,25.1,65.29,51.43,64.52,-13.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-01-27 00:00:00,20250127,2,44.0,45.31,25.21,65.4,51.56,64.52,-12.96,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
