month_start,month_date_key,campus_key,cohort_key,lifecycle_stage_key,active_users,synthetic_label
2024-11-01 00:00:00,20241101,2,5,4,92,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,3,5,1,21,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,3,5,2,77,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,3,5,3,211,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,3,5,4,42,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,1,6,5,3337,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,2,6,5,643,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,3,6,5,298,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,1,7,5,5953,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,2,7,5,1128,Synthetic demonstration data — not actual University of Sydney results
2024-11-01 00:00:00,20241101,3,7,5,533,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,1,1,1175,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,1,2,4309,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,1,3,11752,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,1,4,2350,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,1,1,223,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,1,2,818,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,1,3,2233,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,1,4,446,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,1,1,105,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,1,2,385,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,1,3,1051,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,1,4,210,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,2,1,694,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,2,2,2544,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,2,3,6940,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,2,4,1388,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,2,1,135,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,2,2,496,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,2,3,1353,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,2,4,270,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,2,1,62,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,2,2,230,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,2,3,628,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,2,4,125,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,3,1,374,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,3,2,1372,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,3,3,3742,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,3,4,748,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,3,1,71,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,3,2,262,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,3,3,716,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,3,4,143,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,3,1,33,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,3,2,123,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,3,3,337,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,3,4,67,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,4,1,555,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,4,2,2037,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,4,3,5556,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,4,4,1111,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,4,1,108,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,4,2,398,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,4,3,1086,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,4,4,217,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,4,1,50,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,4,2,183,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,4,3,500,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,4,4,100,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,5,1,238,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,5,2,872,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,5,3,2380,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,5,4,476,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,5,1,44,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,5,2,163,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,5,3,445,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,5,4,89,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,5,1,20,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,5,2,76,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,5,3,209,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,5,4,41,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,6,5,3332,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,6,5,634,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,6,5,292,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,1,7,5,5854,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,2,7,5,1129,Synthetic demonstration data — not actual University of Sydney results
2024-12-01 00:00:00,20241201,3,7,5,527,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,1,1,1163,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,1,2,4265,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,1,3,11634,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,1,4,2326,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,1,1,225,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,1,2,827,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,1,3,2257,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,1,4,451,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,1,1,106,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,1,2,390,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,1,3,1065,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,1,4,213,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,2,1,704,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,2,2,2584,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,2,3,7049,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,2,4,1409,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,2,1,134,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,2,2,492,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,2,3,1344,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,2,4,268,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,2,1,63,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,2,2,233,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,2,3,636,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,3,2,4,127,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,3,1,380,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,3,2,1394,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,3,3,3803,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,1,3,4,760,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,3,1,73,Synthetic demonstration data — not actual University of Sydney results
2025-01-01 00:00:00,20250101,2,3,2,267,Synthetic demonstration data — not actual University of Sydney results
